"Sample","Region","Years","ACE2","ADAM17","ANPEP","AXL","CD209","CEACAM1","CLEC4G","CLEC4M","CTSL1","DPP4","ENPEP","FURIN","ITGA2B","ITGA3","ITGA5","ITGA8","ITGAL","ITGAM","ITGAV","ITGB1","ITGB2","ITGB3","ITGB6","ITGB8","NRP1","NRP2","SCARB1","TMPRSS2"
"HSB132_HIP_R","HIP",1.10253076923077,"3.61912","6.53145","5.81884","6.85148","3.99187","4.14496","6.19031","3.49131","6.7307","4.0845","4.19178","7.56912","4.32174","7.09806","5.23689","6.47474","4.41094","4.74665","8.82784","8.33747","5.93651","3.74701","3.51988","9.65057","10.1692","7.14602","7.79457","3.80259"
"HSB132_IPC_L","IPC",1.10253076923077,"3.91782","6.11336","5.8524","6.78707","4.59785","4.20612","5.7567","3.73318","7.08234","3.99388","4.34295","7.39537","4.41891","7.0488","5.88836","4.79897","4.70926","4.88929","8.02688","8.02014","6.27025","3.83748","3.75525","9.01762","7.71498","5.89446","7.39929","4.25843"
"HSB132_IPC_R","IPC",1.10253076923077,"3.99554","5.89247","5.65683","6.11091","4.68096","4.19968","5.27759","3.73638","7.17257","4.29814","4.47243","7.54495","4.52745","6.88419","5.85285","5.06384","4.47396","4.80215","8.32476","7.66085","6.52938","4.03416","3.7934","8.86336","7.67127","5.60634","7.65672","4.12563"
"HSB132_ITC_L","ITC",1.10253076923077,"4.59954","5.92756","5.7109","7.04469","4.81711","4.75968","5.42686","3.90478","6.8418","4.87794","4.86039","7.54725","4.79584","7.04939","5.50342","4.95438","4.63229","5.16355","7.98933","7.55724","5.78589","4.28118","4.52226","8.85257","6.91611","5.97354","7.31824","4.52851"
"HSB132_ITC_R","ITC",1.10253076923077,"3.64035","6.20933","5.22964","6.60071","4.13865","3.81413","5.48714","3.45855","7.08738","4.54133","4.44876","7.66945","3.98914","6.92595","5.37207","4.80301","4.1685","4.8805","8.167","7.3148","5.65224","3.88138","3.47978","9.21576","7.7465","6.01265","7.60404","3.88081"
"HSB132_M1C_L","M1C",1.10253076923077,"4.10038","5.95755","5.32158","7.0762","4.40722","4.22585","5.49116","3.74435","6.66783","4.68046","4.63066","7.59153","4.6463","6.99134","5.87265","4.67372","4.40802","4.53509","8.13509","8.07214","6.25455","4.13754","4.03835","9.06222","7.66426","5.5658","7.86239","4.64841"
"HSB132_M1C_R","M1C",1.10253076923077,"3.94216","6.05857","5.37418","6.98524","4.56952","4.24365","5.33151","3.84861","7.34977","4.62173","4.79248","7.79276","4.37396","6.78212","5.71094","5.05268","4.55782","4.74631","7.79478","7.62272","6.16215","3.98054","4.33901","9.09309","8.16338","5.53937","7.03829","3.96956"
"HSB132_MD_L","MD",1.10253076923077,"4.34109","5.701","5.66334","7.15505","4.73659","4.77124","4.97228","4.04771","5.56664","4.19294","4.42326","7.3288","4.84097","7.36162","5.98589","4.76274","4.59978","4.7236","8.04366","7.8591","5.45358","4.15738","4.45028","8.90437","7.61967","6.70802","6.81929","4.48037"
"HSB132_MD_R","MD",1.10253076923077,"3.75327","6.08252","5.36226","7.10573","4.16195","3.90556","4.46285","3.656","7.08393","3.79604","3.98336","7.48596","4.33912","7.70075","5.70425","4.29335","4.30379","4.69184","8.47986","8.16969","6.0068","3.6651","3.7202","9.04984","8.26423","6.59504","7.69899","4.3478"
"HSB132_MFC_L","MFC",1.10253076923077,"3.99767","5.60361","5.77622","7.10732","4.33601","4.14086","5.57321","4.08805","6.98952","4.45339","4.50429","7.67587","4.51395","7.24908","5.47599","4.91298","4.54244","4.90419","7.78168","7.60957","5.86035","3.84573","3.9793","8.52639","7.85822","5.98698","7.76564","4.11264"
"HSB132_MFC_R","MFC",1.10253076923077,"3.84972","6.10725","5.86731","7.06862","4.45393","4.29636","5.53108","3.54332","7.69669","4.32138","4.3628","7.59547","4.4421","7.0686","5.93202","5.4708","4.59676","4.85634","7.55994","7.54339","6.192","4.11089","3.82016","8.07638","8.30247","5.81867","7.44553","4.06148"
"HSB132_OFC_L","OFC",1.10253076923077,"3.70672","6.00264","5.53874","7.24339","4.38393","3.81088","5.21053","3.67939","7.18936","4.33407","4.70212","7.62201","4.43338","7.11938","5.7796","4.82757","4.41908","4.88897","8.36813","7.83841","6.07489","3.8643","3.78364","9.02161","7.94406","5.39201","7.63938","4.13878"
"HSB132_OFC_R","OFC",1.10253076923077,"3.87032","6.17446","5.68357","6.72956","4.57921","4.28572","5.36304","3.90098","7.00876","4.13221","4.50696","7.37846","4.6416","7.00684","5.59849","4.4922","4.72853","4.67074","8.51309","7.93844","6.26128","4.12516","3.80295","9.44349","7.29735","5.5736","7.34615","4.27116"
"HSB132_S1C_L","S1C",1.10253076923077,"4.46554","5.89552","5.68619","6.65626","4.49964","4.5851","5.37955","4.1104","6.64082","4.77195","4.8647","7.59742","4.68715","6.58468","5.83831","4.93686","4.7024","4.75884","7.53124","6.97333","6.19135","4.55413","4.78548","8.43362","7.07959","5.60941","6.8696","4.29581"
"HSB132_S1C_R","S1C",1.10253076923077,"3.95162","6.04609","5.70124","6.67476","4.98744","4.66936","5.68067","3.70431","7.4603","4.4871","4.49942","7.68817","4.49855","7.11945","5.89489","5.24486","4.80851","4.87325","7.7851","7.88456","6.31474","4.06264","3.9643","8.84226","7.97829","5.70775","7.13435","4.42825"
"HSB132_STC_L","STC",1.10253076923077,"4.12536","5.78736","5.47274","6.82717","4.59405","4.49285","5.39817","4.16409","7.00157","4.29384","4.97085","7.24395","5.18945","7.04669","5.92831","5.20422","4.7605","4.96669","7.76986","7.75429","5.74161","4.44353","4.11501","8.63206","7.8092","5.71003","7.52701","4.37233"
"HSB132_STC_R","STC",1.10253076923077,"3.88466","6.14151","5.03575","6.87883","4.36316","3.91641","5.12662","3.66384","7.25106","4.71522","4.92759","7.71372","4.32103","7.09867","5.58393","5.05965","4.07239","4.89849","7.90058","7.73675","5.9375","3.75955","3.91618","8.75078","7.42464","5.73727","7.67723","3.90436"
"HSB132_STR_L","STR",1.10253076923077,"4.48183","5.90372","5.72273","7.11119","4.6502","4.6016","5.61087","3.84551","6.15731","4.50856","4.74297","7.23792","4.67542","6.37015","6.13013","4.53007","4.92216","5.11045","8.84527","8.18991","6.55437","4.3091","4.28408","9.42611","7.1964","5.72414","9.16324","4.5546"
"HSB132_STR_R","STR",1.10253076923077,"3.63766","6.79367","5.37328","7.54497","4.29257","3.86153","5.42509","3.34327","7.22031","3.88594","4.38861","7.5377","4.05537","6.48539","5.44649","4.20133","4.59526","5.17855","9.22972","8.55918","7.21192","3.67914","3.56422","10.8841","7.01419","5.80107","8.13027","3.6264"
"HSB132_V1C_L","V1C",1.10253076923077,"3.87391","6.30678","5.61148","6.55727","4.68001","4.43064","5.2726","4.14621","7.27289","4.67171","4.53516","7.71213","4.44903","6.88133","5.63524","4.78041","4.47563","4.73109","8.16698","7.25044","6.00667","4.01527","3.83141","8.95713","7.52755","5.57994","7.65749","4.04001"
"HSB132_V1C_R","V1C",1.10253076923077,"3.7848","5.88282","5.26186","7.23278","4.12563","4.0653","4.95417","3.38196","8.27882","4.67979","4.93782","7.74003","4.00404","6.86636","5.33321","4.76896","4.53235","4.78523","8.38417","7.91051","6.22329","3.7679","3.99689","9.00069","7.60764","5.4722","7.99934","4.15422"
"HSB132_VFC_L","VFC",1.10253076923077,"4.31902","5.99443","5.54443","7.23673","5.17755","4.68219","5.32943","4.19081","6.99746","4.91209","4.55614","7.38296","4.45842","6.82386","5.59374","4.97133","4.80965","5.25393","7.83466","8.05688","6.04001","4.31178","3.86021","8.68077","7.85422","5.37168","7.86901","4.41793"
"HSB132_VFC_R","VFC",1.10253076923077,"3.90261","6.02342","5.29302","6.90055","4.60617","4.15359","5.46924","3.59909","7.02718","4.61458","4.9454","7.79494","4.2502","6.94162","5.7714","5.19258","4.22041","5.08362","8.04567","7.62603","6.32458","4.0033","4.01392","8.75507","7.73655","5.76395","7.43177","4.03295"
"HSB133_AMY_L","AMY",27.7692307692308,"4.19565","6.43637","5.3564","7.24347","4.3625","4.96245","6.04025","4.46778","6.58557","4.43122","4.29415","7.29642","4.91232","6.87148","5.16996","4.8944","4.82243","4.78795","9.39751","8.42432","6.11251","4.04087","4.44231","10.0033","6.62838","7.11646","6.16437","4.41392"
"HSB133_CBC_L","CBC",27.7692307692308,"4.26194","5.58666","5.55398","5.6197","4.54823","5.1888","6.22103","4.03749","6.44917","4.08445","3.90924","7.82599","5.19755","7.54249","5.52209","4.76392","4.60884","4.58744","9.4754","7.62988","5.52788","4.19973","4.39007","5.82008","5.10018","4.90674","6.44845","4.48038"
"HSB133_DFC_L","DFC",27.7692307692308,"4.28975","6.50808","5.59322","6.3174","4.22227","4.45407","6.28977","3.95772","6.33802","5.01528","3.87904","7.22746","4.64991","6.59259","5.47177","4.77974","5.02836","4.9907","8.48207","8.53408","6.35162","3.77326","4.03081","9.28843","6.09431","6.00375","6.68105","4.55087"
"HSB133_IPC_L","IPC",27.7692307692308,"4.29287","6.2568","5.14167","6.47384","4.18107","4.8899","6.25584","3.9942","6.21041","4.96959","4.40312","6.93451","4.77395","6.6758","5.50812","5.21123","4.90312","4.78451","8.30453","8.18193","5.59086","4.11972","4.30826","8.91984","6.17167","5.14827","6.75147","4.52391"
"HSB133_ITC_L","ITC",27.7692307692308,"3.74723","6.13165","5.07621","6.12829","4.16233","3.97687","5.86082","3.85896","7.11662","4.24115","3.92428","7.1533","4.40926","6.75587","4.82868","4.53654","4.52828","4.76766","8.27996","7.74301","5.74805","3.76873","3.99477","9.03864","6.2244","6.3207","6.78146","4.15791"
"HSB133_MFC_L","MFC",27.7692307692308,"4.00762","6.0516","4.88509","6.34962","4.18746","4.49717","5.64602","4.36198","6.52075","4.46232","4.51268","7.14945","4.89883","6.85195","5.27949","4.97616","4.61112","4.66673","8.6142","7.68209","5.66103","3.90654","4.49942","9.09465","6.83947","6.10917","6.86226","4.58574"
"HSB133_OFC_L","OFC",27.7692307692308,"3.98546","5.96558","4.93923","6.85536","4.41755","4.37559","6.42423","3.67091","6.81051","4.13706","4.11585","7.08859","4.7791","6.72076","5.09109","5.06161","4.56332","4.91714","8.576","8.34546","5.48991","3.9364","4.00292","9.18502","6.29669","6.04993","6.29002","4.81898"
"HSB133_STR_L","STR",27.7692307692308,"3.89345","6.62119","5.7169","7.10204","4.11778","4.04503","5.54143","3.50249","6.72362","3.64412","4.37969","6.75331","4.35458","6.54182","5.27266","4.344","4.57298","4.99075","9.71983","8.77023","6.12953","3.94385","3.85995","10.1271","5.97335","5.99425","7.63123","3.90136"
"HSB133_V1C_L","V1C",27.7692307692308,"3.83058","6.47186","5.64174","6.27529","4.383","4.20931","5.70559","3.72597","6.38357","5.74183","3.87294","7.04311","4.68836","6.54133","5.09559","4.74801","4.53005","4.19081","8.20327","7.47504","5.01896","3.90245","4.04207","8.8949","6.39366","5.88974","6.53461","4.31326"
"HSB135_A1C_L","A1C",40.7692307692308,"4.02671","5.97459","5.32568","6.80811","5.03731","4.22475","5.9083","4.55073","6.5196","5.40652","4.45261","6.94747","4.71517","6.38585","5.03259","5.05501","4.48377","4.3294","8.99858","7.48068","5.15019","3.88661","4.31776","9.07362","5.64961","5.58055","6.10101","4.57241"
"HSB135_A1C_R","A1C",40.7692307692308,"4.15878","6.17448","4.90261","7.07439","4.63174","4.31716","6.14697","4.17835","7.19421","4.7777","4.30707","6.80732","4.93656","6.79459","5.54158","5.06422","4.44382","4.55243","9.04269","8.08369","5.26758","4.13808","4.06049","9.41665","6.69684","5.82505","6.39391","4.37539"
"HSB135_AMY_L","AMY",40.7692307692308,"4.48914","6.84576","5.25944","7.43859","5.21825","4.79119","5.45339","4.68175","6.77831","4.22557","4.42041","6.36457","4.92021","7.02236","10.1793","7.47572","5.32276","4.76525","9.7172","11.1321","5.99428","7.9463","4.53672","9.48159","6.92254","6.6262","6.52567","4.64949"
"HSB135_AMY_R","AMY",40.7692307692308,"3.81093","6.19696","4.99715","7.54006","4.12783","3.88111","6.07501","3.54167","8.37994","3.77741","3.94384","7.26032","4.54531","6.80429","5.03616","4.77134","4.20131","4.43359","9.57522","8.56644","5.77008","3.90057","3.88505","9.74572","7.29443","6.63775","8.02182","4.06686"
"HSB135_CBC_L","CBC",40.7692307692308,"5.02699","5.99246","5.38695","6.17232","5.49694","5.47163","5.67471","4.29123","6.16832","5.22841","5.18589","6.41954","4.70574","6.74142","5.05826","5.43846","5.0591","4.82658","8.82907","7.49869","5.54324","4.47273","4.48201","8.11527","6.10162","5.60495","6.16912","4.88271"
"HSB135_DFC_L","DFC",40.7692307692308,"3.63586","6.21696","5.40037","7.18474","4.19983","4.2957","5.6595","4.55924","6.78624","5.30714","4.08387","6.64174","4.86197","6.49757","5.2995","5.02433","4.37405","4.16818","8.78714","7.50667","5.12959","4.26263","4.24078","9.44237","7.00721","5.85917","6.73784","4.12927"
"HSB135_DFC_R","DFC",40.7692307692308,"4.10084","5.84214","4.77228","7.08393","5.05179","4.2707","5.55871","4.35945","7.1114","5.04666","4.79176","7.00272","4.91687","6.28677","5.97483","5.38258","4.5334","4.83495","8.80336","7.7695","5.24393","4.4018","4.31475","9.26046","6.45118","5.26918","6.5553","4.3966"
"HSB135_HIP_R","HIP",40.7692307692308,"3.99406","6.58963","4.84747","7.17339","4.74914","4.59646","5.44618","4.10634","7.42735","4.01828","4.00417","6.93679","4.77646","6.50042","5.44759","5.62247","4.52861","4.89932","9.57102","7.72637","5.0555","4.16156","3.97775","10.1305","6.89093","5.86803","6.42311","4.39598"
"HSB135_IPC_L","IPC",40.7692307692308,"4.44065","6.10993","5.07201","7.67618","4.94682","4.49853","6.13167","4.23757","6.94301","5.31666","4.80666","6.69733","5.07097","6.48252","5.1946","5.22293","4.16023","4.4014","8.45532","7.78408","5.19427","4.26131","4.71601","8.87635","6.47712","5.69738","6.58259","4.22634"
"HSB135_IPC_R","IPC",40.7692307692308,"3.77017","6.19274","5.50221","6.62273","4.84","4.15257","6.31744","3.90038","7.51829","5.38458","3.89192","6.62654","4.51881","6.61638","4.8607","5.09616","4.39873","4.19006","8.30031","7.73209","5.06805","3.75169","3.93766","8.96268","6.76803","5.86666","6.35161","3.90711"
"HSB135_ITC_L","ITC",40.7692307692308,"4.29592","6.19848","5.17887","6.56018","4.8747","4.64568","5.68115","4.06562","7.13707","5.00033","4.14643","6.52075","4.80981","6.88877","5.67335","4.7631","4.73261","4.92668","8.4779","7.54505","5.13842","4.11504","4.744","9.51855","6.25706","5.85747","6.47813","4.40753"
"HSB135_ITC_R","ITC",40.7692307692308,"4.00383","6.08289","5.55511","7.03375","4.29368","4.15545","5.85099","3.58362","6.55575","4.31066","4.32867","6.91003","4.60484","6.70576","5.4217","5.0743","4.52299","4.93155","8.30811","8.14584","5.21396","4.24723","4.50272","9.54178","6.39223","6.02753","6.2054","4.13811"
"HSB135_M1C_L","M1C",40.7692307692308,"3.66839","6.33679","5.71229","7.24058","4.18379","4.25491","6.21373","4.27188","7.6812","5.90148","4.09649","6.89537","4.45964","6.09312","5.55392","5.55273","4.52501","4.40799","9.00739","8.19386","4.97119","4.23235","3.90281","9.46592","7.37571","5.29931","6.36532","4.08605"
"HSB135_M1C_R","M1C",40.7692307692308,"4.3509","5.99597","5.15315","7.28753","4.57662","4.77383","6.3398","4.50904","7.87038","4.71476","4.01004","6.75235","4.87547","6.52042","5.75344","5.57865","4.79583","4.82877","8.96142","8.77383","5.45333","4.34427","4.31301","9.31147","6.98887","5.75117","6.73939","4.35619"
"HSB135_MD_L","MD",40.7692307692308,"4.08194","6.22152","6.06172","7.44688","4.58403","4.18163","4.86864","4.31608","8.19012","4.244","4.24758","7.17441","4.57446","6.55858","5.83522","5.67184","4.81072","4.59871","9.68833","9.32507","5.61012","3.75175","4.11071","10.2458","7.58011","6.80798","6.29087","4.14433"
"HSB135_MD_R","MD",40.7692307692308,"3.79306","6.25765","6.03248","7.82723","4.08323","4.28526","4.70041","3.47865","8.22323","3.91285","3.84476","7.17815","4.42768","6.86165","5.97305","6.06823","4.56987","4.9019","9.42497","8.44497","5.34916","4.15475","3.45565","9.90091","8.06517","6.6645","6.91072","3.98941"
"HSB135_MFC_L","MFC",40.7692307692308,"3.97989","6.37713","5.32523","5.93397","4.15652","4.42681","5.40292","3.81886","5.95139","4.00901","3.77809","7.00403","4.66342","7.07615","4.89934","4.97531","4.30693","4.13591","9.68816","7.40149","4.74982","3.8395","4.35704","8.47211","6.13484","5.64381","5.93966","4.078"
"HSB135_MFC_R","MFC",40.7692307692308,"4.05166","6.69977","5.78471","7.11626","4.78323","4.87057","5.76553","4.03256","7.22842","4.95301","4.36293","6.3713","4.8654","6.38668","5.32901","5.05254","4.77779","4.47239","9.24249","8.9667","5.67804","4.00579","4.80419","10.1963","6.79242","6.11575","6.12999","4.2608"
"HSB135_OFC_L","OFC",40.7692307692308,"3.97032","6.01208","5.46421","7.4102","4.84515","4.48826","6.09953","3.82325","7.72913","4.41764","4.03897","6.64602","4.73159","6.55599","5.5937","5.2145","4.56102","4.75881","8.72198","7.94808","5.39868","4.46001","4.32177","9.10609","6.7292","5.7054","6.55662","4.54016"
"HSB135_OFC_R","OFC",40.7692307692308,"3.71382","6.22685","5.25921","6.7477","4.45985","4.49173","5.88487","3.67482","7.61459","4.50844","4.02999","6.96716","4.54677","6.57963","4.73059","4.89755","4.35609","4.13798","8.87554","7.40147","5.20684","3.87924","4.26663","9.64155","6.51078","5.8572","6.20158","4.29957"
"HSB135_S1C_L","S1C",40.7692307692308,"3.77774","6.38019","5.58769","6.08657","4.04283","4.40244","5.72365","3.69881","6.74489","5.86517","3.99812","6.96348","4.42672","6.55265","4.80827","5.13098","4.17847","3.95149","8.54712","7.9355","4.93531","3.90472","4.01523","9.4706","6.83786","5.69435","6.46339","3.69444"
"HSB135_S1C_R","S1C",40.7692307692308,"3.87912","5.76292","5.26333","7.26721","4.41437","4.18247","6.29044","3.70521","8.08812","4.5168","3.97644","6.97366","4.61332","6.26865","5.04439","5.6169","4.3556","4.38178","9.13004","8.29611","5.35901","3.92345","3.92908","9.25893","6.96517","5.59894","6.96828","4.02182"
"HSB135_STC_L","STC",40.7692307692308,"3.84689","5.95258","5.3299","6.6707","4.79055","4.30089","6.44015","3.68521","7.54433","4.67486","3.94999","6.85041","4.95682","6.05301","5.27074","4.85185","4.3346","4.49903","8.83151","7.83816","5.25864","3.89046","4.02406","9.21062","6.6989","5.78446","6.4096","4.30025"
"HSB135_STC_R","STC",40.7692307692308,"3.88499","6.40522","5.35663","6.46924","4.36544","4.44319","5.81492","3.66329","6.72367","5.43425","4.13993","7.05493","4.55088","6.5174","4.78276","4.81428","4.33108","4.01538","8.70396","8.00191","4.94375","3.91978","4.31383","9.43944","6.07406","5.95904","6.68488","4.05465"
"HSB135_STR_L","STR",40.7692307692308,"4.05416","6.33344","5.37198","7.43631","4.78009","4.34324","5.31416","3.69703","6.95775","3.94987","4.2615","6.16215","4.61","5.81241","5.14812","4.41848","4.74515","4.75822","10.0103","8.07684","5.90504","4.04089","4.25568","10.264","5.87043","6.18964","7.32578","4.08857"
"HSB135_STR_R","STR",40.7692307692308,"3.96685","6.6651","6.20415","7.89168","4.10876","4.1778","5.51881","4.06262","7.41406","4.10169","4.25668","6.55213","4.4402","6.44366","5.10354","4.98636","4.26988","4.43008","9.5697","8.67194","5.93818","4.20199","4.08879","10.3282","5.4747","5.36137","7.72875","4.14855"
"HSB135_V1C_L","V1C",40.7692307692308,"3.7591","6.58878","5.76083","6.27965","4.48972","4.69519","5.68795","3.6682","6.56103","6.27556","4.10447","7.16338","4.70646","6.33879","5.36605","4.70036","4.35863","3.99383","8.63346","8.26233","4.85457","4.51498","4.31949","8.73537","6.19579","5.92608","6.62576","3.97321"
"HSB135_V1C_R","V1C",40.7692307692308,"4.00918","6.00054","5.61033","6.37116","4.28593","4.38547","5.47307","3.67716","6.48639","6.60085","4.00225","7.08724","4.72017","6.64956","5.22837","4.56292","4.31328","4.08545","8.78887","8.17625","4.70559","4.26826","4.16297","8.59918","6.30102","5.9181","6.33008","4.11937"
"HSB135_VFC_L","VFC",40.7692307692308,"4.07537","6.04878","5.44577","6.91463","4.18394","4.64866","5.88512","3.88941","6.7779","5.39369","4.13056","6.96929","4.78844","6.53543","4.92725","5.29881","4.42483","4.19475","8.20891","8.05855","5.19379","3.9881","3.90196","9.3591","6.7738","5.79446","6.52301","4.23976"
"HSB135_VFC_R","VFC",40.7692307692308,"3.77916","6.46598","5.59192","6.32911","4.27853","4.06255","5.6995","3.68448","7.04597","5.0259","3.98431","6.8674","4.26977","6.68551","4.79666","5.46009","4.12284","4.24484","9.02209","7.67872","5.00884","3.86505","3.83554","9.51179","6.43478","5.93594","6.77132","4.09932"
"HSB136_A1C_L","A1C",23.7692307692308,"3.89867","6.8906","5.27769","7.28018","4.56278","4.43458","5.82295","3.68925","6.85289","4.8229","3.91486","7.09968","4.60529","6.58724","5.59155","4.68505","4.34455","4.52875","9.45587","8.26188","5.56581","4.07994","4.13555","9.811","6.83899","5.5062","6.90199","4.21224"
"HSB136_A1C_R","A1C",23.7692307692308,"3.84455","6.7541","5.27908","7.39176","4.02133","4.28093","5.65606","3.44453","6.99224","4.76301","3.91707","7.12508","4.50667","6.83412","6.09594","4.94939","4.34988","4.69921","9.52054","8.69543","5.48759","4.29899","4.03953","9.79498","7.10088","5.71197","6.77335","4.29457"
"HSB136_AMY_L","AMY",23.7692307692308,"3.84489","7.2587","5.04057","7.6519","4.22123","4.18854","5.70147","3.8038","6.39612","3.90289","4.256","7.06323","4.5744","6.6425","5.88055","4.91399","4.5544","5.08744","9.80378","8.41301","5.72581","4.11796","3.7457","10.6582","7.65587","6.75151","7.15959","4.09643"
"HSB136_AMY_R","AMY",23.7692307692308,"3.92185","7.05093","5.63469","7.56037","4.40925","4.2764","5.61236","3.69489","6.44255","3.80118","4.01549","7.05536","4.38888","6.61598","5.92168","5.07507","4.57996","5.26165","9.67906","8.24395","6.03858","4.06142","3.84502","10.4323","7.73259","7.03304","7.02142","4.00226"
"HSB136_CBC_L","CBC",23.7692307692308,"4.02741","6.74247","4.9949","6.80637","5.12805","4.4172","6.52931","3.79667","6.54916","3.73301","3.73352","7.42434","4.72353","6.99596","5.75912","5.36528","4.26737","4.52544","10.5333","7.43552","5.34591","3.88055","4.04988","9.44103","4.73282","5.21286","6.14676","4.25436"
"HSB136_CBC_R","CBC",23.7692307692308,"3.85789","6.54021","5.21868","7.22039","5.26184","4.30541","6.8854","3.87704","6.76837","3.554","3.64716","7.34647","4.76039","7.09711","5.56309","5.23815","4.50428","4.691","10.2261","7.84765","5.4933","3.74056","3.84435","9.22548","4.92836","5.11376","6.29426","4.20276"
"HSB136_DFC_L","DFC",23.7692307692308,"3.89903","6.94157","5.38391","7.23291","4.58691","4.66373","5.97579","3.96941","6.31973","4.83606","3.97814","6.79571","4.63748","6.19207","5.49563","4.74218","4.65533","4.77031","9.62778","8.3408","5.66199","4.00769","4.50468","9.91726","6.97924","5.63582","6.52028","4.05107"
"HSB136_DFC_R","DFC",23.7692307692308,"3.78299","7.05904","5.02387","7.39483","4.14963","4.19372","5.88756","3.39869","6.20137","4.52702","4.02873","7.11162","4.57831","6.63859","5.55306","4.54164","4.35584","4.8377","9.36886","7.88477","5.61078","4.03016","3.86097","9.86392","7.5203","5.70989","6.60965","4.10858"
"HSB136_HIP_L","HIP",23.7692307692308,"3.92945","7.24015","5.5127","7.06333","6.90831","3.94079","5.0949","3.50538","8.66571","3.66858","4.74554","7.04996","4.35116","6.10563","6.26762","6.89569","4.70661","5.08925","10.4544","9.39826","6.13932","3.97222","3.83661","11.072","8.15036","6.32622","7.48657","4.96442"
"HSB136_HIP_R","HIP",23.7692307692308,"3.7646","7.01265","5.45695","7.55848","4.63089","4.47957","6.48273","3.81293","7.05872","3.95356","4.07957","7.26856","4.4354","6.37066","5.85751","6.72248","4.68746","5.03903","9.99841","8.65779","5.88786","4.13207","4.23612","10.4474","8.92156","6.69188","6.91194","4.09581"
"HSB136_IPC_L","IPC",23.7692307692308,"3.77231","6.98681","5.36208","7.22556","4.38584","4.27723","6.42579","3.86755","7.03723","5.74656","4.11423","7.0922","4.60229","6.2854","5.68895","4.53379","4.44088","4.70819","9.82165","8.44814","5.62279","4.12397","3.73019","10.0939","7.29371","5.29947","6.70785","4.24774"
"HSB136_IPC_R","IPC",23.7692307692308,"3.75488","6.90471","5.16589","7.34785","4.35848","4.21389","6.09847","3.7335","7.13243","5.41832","3.9735","7.43956","4.4859","6.72221","5.84412","5.32262","4.44455","4.58635","9.83097","8.64425","5.41804","4.08294","4.11511","9.79613","7.03191","5.8256","6.65305","4.44216"
"HSB136_ITC_L","ITC",23.7692307692308,"3.8875","6.41353","5.4815","7.82523","4.23265","4.63025","6.47751","3.64041","7.45391","4.21439","3.85934","7.25401","4.49319","6.7787","5.73651","4.67816","4.4509","5.0041","9.3964","7.38688","5.65688","3.90782","4.02457","9.64085","7.2516","5.87922","6.69186","4.1165"
"HSB136_ITC_R","ITC",23.7692307692308,"3.87102","6.555","5.45989","7.99259","4.21805","4.57767","6.18126","3.81857","6.87535","4.14848","4.05902","7.11348","4.47445","6.759","5.74489","4.94912","4.42462","4.93172","9.80373","8.1113","5.92922","3.88077","4.22682","10.2587","6.77689","5.78242","7.18896","4.02205"
"HSB136_M1C_L","M1C",23.7692307692308,"3.56399","6.35076","5.15222","7.56519","4.50296","4.33201","5.97308","3.98698","7.15408","5.59352","4.15862","7.48985","4.4137","6.72801","5.3401","4.90771","4.48938","4.405","9.64109","8.04536","5.4477","3.67195","3.87019","10.1512","7.61566","5.92197","7.00172","3.79273"
"HSB136_M1C_R","M1C",23.7692307692308,"3.85654","6.57566","5.2559","7.50901","3.9743","4.23885","6.18182","3.85146","8.00241","4.76086","4.11142","7.1724","4.54035","6.82627","5.60677","4.90903","4.22023","4.52431","9.66803","7.85062","5.29534","3.83343","4.05973","9.70481","7.63436","5.71099","6.76685","4.28016"
"HSB136_MD_L","MD",23.7692307692308,"3.77438","6.68561","5.55346","8.27189","4.21699","4.41957","4.95809","3.80242","7.95388","3.72325","4.04507","7.00677","4.43776","6.97714","6.24823","4.87326","4.29581","4.99507","10.1821","8.60663","6.07949","4.32406","4.07482","10.6085","8.24866","7.92184","6.96251","4.53457"
"HSB136_MD_R","MD",23.7692307692308,"3.66831","6.94916","5.3969","8.1751","4.53","4.0769","4.47778","3.43394","7.75261","3.79729","3.97899","6.81776","4.35687","6.789","6.15583","4.64606","4.62198","4.87105","10.404","8.98655","5.76694","3.99277","4.31939","10.805","7.53745","7.60196","6.77523","4.28675"
"HSB136_MFC_L","MFC",23.7692307692308,"3.76049","6.97803","5.09648","7.68445","4.34526","4.37018","6.21272","3.98453","7.20052","4.62331","3.87455","7.23037","4.51559","6.52624","6.05234","5.64847","4.79","4.84604","9.31418","8.57964","5.77501","4.19379","4.46492","10.1014","7.47904","5.76491","6.68848","3.96075"
"HSB136_MFC_R","MFC",23.7692307692308,"3.67342","6.4882","5.0808","7.57593","4.07603","4.1903","6.02247","3.67906","7.77828","4.76525","4.00836","7.34125","4.24579","6.65594","5.39889","5.21694","4.39757","4.46492","9.78344","8.16891","5.51682","3.89782","3.81454","9.84937","7.55372","5.76158","6.89739","3.85244"
"HSB136_OFC_L","OFC",23.7692307692308,"3.89532","6.93645","5.05308","7.22686","4.17794","4.31239","6.17166","3.49484","7.56899","4.51557","3.97851","7.15815","4.42895","6.44833","5.83824","4.87705","4.57594","4.72629","9.60132","8.26145","5.8067","4.08929","3.88651","9.90193","6.95396","5.57053","7.04996","3.89416"
