"Sample","Region","Years","ACE2","ADAM17","ANPEP","AXL","CD209","CEACAM1","CLEC4G","CLEC4M","CTSL1","DPP4","ENPEP","FURIN","ITGA2B","ITGA3","ITGA5","ITGA8","ITGAL","ITGAM","ITGAV","ITGB1","ITGB2","ITGB3","ITGB6","ITGB8","NRP1","NRP2","SCARB1","TMPRSS2"
"HSB136_OFC_R","OFC",23.7692307692308,"3.98255","6.52708","5.07996","7.72708","4.11865","4.32754","6.02211","3.56812","7.18844","4.19216","4.25398","7.07637","4.52099","6.25461","5.17176","4.49985","4.54766","4.78384","9.45152","8.15684","5.74131","3.90275","4.26567","10.0395","6.48753","6.11381","6.67248","4.3156"
"HSB136_S1C_L","S1C",23.7692307692308,"3.62781","6.91984","5.0771","7.34302","4.36942","4.20626","6.03408","3.54178","6.89948","4.6362","3.97468","7.24658","4.46539","6.74456","5.68408","4.73981","4.47387","4.71828","10.1135","8.437","5.66493","3.92674","4.05605","10.1093","7.43985","5.67179","6.75196","4.25721"
"HSB136_S1C_R","S1C",23.7692307692308,"3.71514","6.58967","5.48795","7.24556","4.26426","4.4754","6.0742","3.84279","7.10774","4.90768","3.9461","7.33643","4.50566","6.60724","5.76764","4.72401","4.49442","4.5609","9.61829","8.45477","5.51505","3.83116","4.1006","9.71464","7.72028","5.56167","6.90275","4.09466"
"HSB136_STC_L","STC",23.7692307692308,"3.82668","6.67635","5.23431","7.40444","3.98072","4.26945","6.51675","3.66509","7.08932","4.4753","4.03043","7.36121","4.39036","6.74624","5.88512","5.24255","4.48838","4.73185","9.48176","8.57483","5.48048","4.25586","3.95633","9.89066","6.99176","5.45433","7.15541","3.73083"
"HSB136_STC_R","STC",23.7692307692308,"3.93948","6.73872","5.32929","7.53337","4.28109","4.46999","6.51591","3.62312","6.50115","4.97643","4.20053","7.27194","4.55383","6.6274","5.31815","4.44559","4.54015","4.5987","9.51984","8.30782","5.56464","4.10332","4.08108","10.1849","6.96401","5.69962","6.94575","4.1695"
"HSB136_STR_L","STR",23.7692307692308,"3.72831","7.20131","5.39583","7.47649","4.20591","4.31172","5.65872","3.49608","6.86285","3.66504","4.12934","6.68678","4.43312","5.7198","5.89466","4.14997","4.58215","5.20389","10.0237","8.41799","5.99741","4.06645","3.90501","10.5006","6.61849","6.07471","8.12929","4.04687"
"HSB136_STR_R","STR",23.7692307692308,"4.04365","6.99427","5.37371","7.7526","3.8352","3.92239","5.88272","3.87671","6.9093","3.75419","4.17156","6.65967","4.30068","6.04539","5.473","4.23464","4.34849","4.98595","9.98711","8.21652","5.69217","4.23703","3.85398","10.3281","6.66016","6.02516","8.17777","4.39502"
"HSB136_V1C_L","V1C",23.7692307692308,"3.92489","6.5748","5.36444","7.52504","4.50988","4.41845","5.4629","3.88601","7.43947","5.47435","4.34869","7.16135","4.5403","6.5827","6.03875","4.10218","4.52687","4.80643","9.72946","8.42225","5.74515","4.20662","3.78883","9.99354","6.6252","5.7302","6.94442","4.03912"
"HSB136_V1C_R","V1C",23.7692307692308,"3.82503","7.11913","4.69209","7.98874","4.25583","4.15622","5.36754","3.63715","7.08042","5.96968","4.43422","7.42753","4.53188","6.75778","6.00389","5.39641","4.55884","4.99129","9.77427","8.52567","5.48857","4.3793","4.09173","9.87708","6.77349","5.77947","6.81975","4.09878"
"HSB136_VFC_L","VFC",23.7692307692308,"3.83451","6.41338","5.26575","7.54814","4.18156","4.23913","6.37901","3.73528","7.14032","5.2016","4.05757","7.12355","4.45893","6.60436","5.53013","4.78054","4.43487","4.69635","9.72256","8.28792","5.70118","3.92279","3.84518","10.0664","6.95172","5.58307","6.75628","4.02871"
"HSB136_VFC_R","VFC",23.7692307692308,"3.70117","6.62764","5.27074","7.54614","4.37476","4.07185","6.04857","4.01205","7.07225","4.60259","4.01594","7.31623","4.47701","6.62112","5.34799","4.66864","4.45444","4.59447","9.68613","8.73011","5.58005","4.08626","4.00831","9.8423","7.15116","5.75174","6.76489","3.83673"
"HSB139_A1C_L","A1C",1.10253076923077,"3.71928","6.26264","5.53261","6.96969","3.99216","4.10308","4.63934","3.55899","7.44531","4.22793","4.44337","7.37635","4.40841","6.815","5.83821","4.85152","4.39112","4.68582","8.92019","7.81771","5.89465","3.92695","3.91821","8.73491","7.34512","5.58439","7.6224","4.13266"
"HSB139_AMY_L","AMY",1.10253076923077,"4.01612","6.21868","5.52207","7.18631","4.32508","4.67376","5.37744","3.63262","6.80347","4.54937","4.28959","7.37851","4.5724","7.19726","5.39109","4.90451","4.46781","4.9104","8.52512","7.53005","6.05956","3.83795","4.25606","9.56282","7.44689","6.8327","7.18347","4.23731"
"HSB139_CBC_L","CBC",1.10253076923077,"3.62419","6.2949","4.9937","6.15636","3.99554","4.01858","4.2592","3.49002","5.76573","3.57924","3.78815","7.18544","4.50283","6.30772","6.04735","4.63988","4.24159","4.8342","8.9537","8.4042","5.74888","3.66897","4.19819","6.90164","5.44591","6.40686","7.06503","3.88557"
"HSB139_DFC_L","DFC",1.10253076923077,"3.67226","6.37727","5.31388","7.02703","4.25505","4.0593","5.09548","3.49122","7.50773","4.20788","4.67604","7.6132","4.29056","7.07783","5.73924","5.10114","4.05758","4.46853","8.71821","7.83483","5.45572","3.86566","3.68432","9.03396","7.89546","5.50219","7.87264","3.73336"
"HSB139_HIP_L","HIP",1.10253076923077,"3.72924","7.16653","5.54504","7.62457","4.02174","3.8229","4.75895","3.55767","7.38084","3.83527","4.52661","7.44028","4.12392","6.92731","5.4438","5.2179","4.2299","4.8644","9.40031","8.16218","6.17955","3.8062","3.72893","10.3337","8.71629","7.08782","7.67727","3.85748"
"HSB139_IPC_L","IPC",1.10253076923077,"3.76299","6.22375","5.23856","7.11122","4.26294","4.01689","5.44581","3.91677","7.20082","4.21991","4.89354","7.42461","4.14093","6.90943","5.85477","5.00854","4.24325","4.83946","8.90023","7.96784","6.05363","3.63255","3.81041","9.2078","7.85073","5.51837","7.69068","4.10297"
"HSB139_ITC_L","ITC",1.10253076923077,"3.63522","6.11944","5.21167","7.03823","3.92813","4.12521","5.31609","3.52395","8.25202","4.34862","4.36347","7.59426","4.21112","7.23141","5.26624","5.28309","4.12665","4.62181","8.78511","7.31103","5.82474","3.9443","3.69837","9.20026","7.75157","6.27771","7.41258","3.95068"
"HSB139_M1C_L","M1C",1.10253076923077,"3.5464","6.51667","5.40122","7.62019","3.95046","3.9014","4.87417","3.48183","7.80825","4.34658","4.6059","7.2843","4.1433","6.55538","5.76138","5.1093","4.18274","4.94045","9.17493","8.21298","6.28988","3.82701","3.78237","9.68354","8.02751","5.90792","7.96671","4.04564"
"HSB139_MD_L","MD",1.10253076923077,"4.05155","5.8659","5.56274","7.35878","4.36261","4.36507","4.86143","3.66232","7.48815","4.24333","4.20455","7.47558","4.40349","7.32897","5.85704","4.98185","4.35906","4.64966","8.55816","8.24126","6.34448","3.79665","3.92007","9.03665","7.5543","6.93033","7.41474","3.97124"
"HSB139_MFC_L","MFC",1.10253076923077,"4.31502","6.37715","5.48441","7.23309","4.12681","3.96691","5.35026","3.66265","6.7773","4.49705","4.71903","7.31947","4.37128","6.39109","5.63466","4.54463","4.38638","4.46947","9.14468","7.41002","5.62073","3.87541","4.16191","9.71442","6.94631","6.20496","7.68294","4.22566"
"HSB139_OFC_L","OFC",1.10253076923077,"4.16623","5.897","4.89758","6.8655","4.2885","4.39295","5.33541","4.02994","7.62507","4.41557","4.87879","7.34228","4.57459","6.6681","6.08269","5.05627","4.4173","4.80776","8.88373","8.05848","5.86088","4.21166","4.10544","9.33352","8.10359","6.07146","6.77712","4.04735"
"HSB139_S1C_L","S1C",1.10253076923077,"3.8187","5.9739","5.35473","7.06324","4.01112","4.49507","5.53971","3.89301","6.84941","4.28098","4.71362","7.1396","4.37219","6.89765","5.94733","5.08168","4.4665","4.51315","8.74685","7.5734","6.28545","3.8188","3.91395","9.44991","7.53713","5.83458","7.41463","4.52969"
"HSB139_STC_L","STC",1.10253076923077,"3.55189","6.38908","5.23523","6.95009","4.10418","4.1311","5.12031","3.67166","7.69672","4.17002","4.64073","7.21317","4.42811","6.92127","5.61344","5.05928","4.091","4.82318","9.00503","7.82314","5.82393","3.75863","3.8804","9.18227","7.26129","5.94079","7.40465","4.02847"
"HSB139_STR_L","STR",1.10253076923077,"3.58267","6.49707","5.52443","7.83999","4.23886","3.99787","5.26751","3.79506","6.79546","3.8567","4.29517","7.28619","4.27701","6.65151","5.7611","4.39013","4.27871","5.0458","9.67913","8.70547","6.84477","3.79808","3.95514","10.4728","7.59347","5.78035","8.25661","4.39032"
"HSB139_V1C_L","V1C",1.10253076923077,"3.83827","5.82894","5.44232","6.71855","4.25305","4.43609","4.78868","3.59417","7.29442","4.42318","4.48951","7.18797","4.31481","6.88441","5.4419","4.79486","4.51553","4.63108","8.71358","7.52697","5.92916","4.10719","4.12589","8.20984","6.74833","6.27208","7.98089","4.08553"
"HSB139_VFC_L","VFC",1.10253076923077,"4.38508","6.0829","5.29821","6.9978","4.96586","4.9662","5.06134","4.2979","7.77789","4.7267","4.81178","7.2021","4.98941","6.94954","5.96213","5.13425","4.58195","5.25084","8.96182","7.55406","6.23373","4.20769","4.27335","8.63051","7.46953","5.16572","7.2287","4.26921"
"HSB141_A1C_L","A1C",8.76923076923077,"4.09231","6.04288","4.51914","8.23536","3.87901","4.25798","6.56686","3.71604","8.5801","4.45025","4.42785","6.92028","4.51443","6.58185","5.8675","4.96458","4.30825","4.59311","8.88015","7.50987","7.00025","3.94085","3.99824","9.78515","6.17114","5.27466","7.4873","4.04074"
"HSB141_AMY_L","AMY",8.76923076923077,"4.08459","6.31203","5.41352","7.88031","4.31434","4.29158","5.67864","3.83101","7.8934","3.80708","4.12143","7.30684","4.60434","6.72978","5.78385","4.88782","4.62396","4.87609","9.08301","8.69725","6.7425","4.03329","4.06244","10.6297","5.99872","6.1882","6.77432","4.43544"
"HSB141_CBC_L","CBC",8.76923076923077,"4.04308","6.26203","5.14659","7.88808","4.30713","4.17415","5.51115","3.9863","6.80816","4.27594","4.29648","7.28829","5.14432","6.96205","6.45317","5.07088","4.60391","4.43144","9.58345","7.61375","6.12673","3.92511","4.32105","8.59247","5.29156","5.26667","6.53521","4.608"
"HSB141_DFC_L","DFC",8.76923076923077,"3.99778","6.19428","5.20103","8.1388","4.2477","4.09274","5.77927","3.99562","7.87066","4.14868","4.15085","7.34684","4.69965","6.27649","6.03002","4.8122","4.71187","4.82467","9.0907","7.96602","7.15108","4.01417","4.06878","10.2875","6.48902","5.91147","6.71014","4.40507"
"HSB141_HIP_L","HIP",8.76923076923077,"3.67417","6.17537","5.5732","8.04806","4.07151","4.18889","5.77496","3.5941","7.65415","3.98968","3.95516","7.55608","4.37037","6.59419","6.2786","7.51104","4.42836","4.96278","9.20035","8.06611","6.79158","4.00257","3.85264","9.97704","9.35645","7.02667","7.59105","3.87842"
"HSB141_IPC_L","IPC",8.76923076923077,"3.64437","6.24701","5.05273","8.02653","4.16493","4.37782","6.77901","3.74662","8.5507","4.01672","4.36305","7.01744","4.74332","6.23408","6.50946","6.10361","4.50712","4.82726","9.51489","8.39614","7.30207","3.82827","4.20312","9.59004","6.56876","5.33229","6.93823","3.8723"
"HSB141_ITC_L","ITC",8.76923076923077,"3.8109","6.46812","4.77874","7.98677","4.38297","4.65951","6.26494","3.49046","8.75203","4.46034","4.24167","6.8013","4.55382","6.08321","5.78192","5.01443","4.29397","5.03822","9.24922","7.60096","7.39414","4.04902","3.90801","10.0111","6.25874","5.4176","7.0095","4.1479"
"HSB141_M1C_L","M1C",8.76923076923077,"4.28384","6.552","5.26515","7.7053","4.55445","4.63738","6.42268","3.78883","7.08946","4.5184","4.66468","6.84378","5.31445","6.55331","6.05919","5.24133","4.49907","4.72953","8.98585","7.41827","6.83629","4.04718","4.64804","9.87951","6.57497","5.63718","6.82548","5.0123"
"HSB141_MD_L","MD",8.76923076923077,"3.64667","6.55757","5.9423","8.08242","4.30815","4.11025","4.32363","3.58765","8.12425","3.60209","3.8445","7.32664","4.1365","6.8949","6.45102","5.38355","4.55333","5.08557","9.56853","8.51922","7.27351","3.873","3.55311","10.7307","7.76201","7.49538","6.64292","4.12117"
"HSB141_MFC_L","MFC",8.76923076923077,"3.66684","6.88036","4.98434","8.24679","4.3114","4.0356","5.89701","3.88798","8.41514","4.44693","4.27869","7.26838","4.4302","6.32516","5.9769","5.74106","4.34229","4.7903","8.94196","7.65365","7.01891","3.73502","4.09722","10.2694","7.18326","5.80254","6.75676","3.81663"
"HSB141_OFC_L","OFC",8.76923076923077,"4.04698","6.5907","5.08521","8.64451","4.20277","4.47041","5.84776","3.57977","8.43793","4.82594","4.66213","7.64651","4.68944","6.31573","5.83582","4.90537","4.47273","4.86548","8.99337","7.81018","7.04835","3.99255","4.1924","9.96447","6.59312","5.33647","7.25903","4.32464"
"HSB141_S1C_L","S1C",8.76923076923077,"3.87789","6.02945","5.02213","8.15683","4.43933","4.13651","7.20291","3.80671","8.15422","4.60731","4.61241","6.75713","4.78989","6.56948","5.97705","5.43096","4.5772","4.87373","8.91703","7.52742","7.22302","3.95623","4.24792","9.82631","6.40817","5.35083","7.3497","4.43651"
"HSB141_STC_L","STC",8.76923076923077,"3.78821","6.43372","4.55604","8.18132","3.87182","4.17435","7.06111","3.7102","8.33768","4.58183","4.48562","7.081","4.5335","6.27313","5.88122","5.4316","4.25937","5.14264","9.15818","8.07065","7.38807","3.86939","3.69554","9.76986","6.71638","5.34914","7.29315","4.05224"
"HSB141_STR_L","STR",8.76923076923077,"3.99842","6.30567","5.46166","8.47325","3.92777","4.12981","6.53938","3.66937","8.03458","4.18833","4.55929","6.92842","4.59539","6.3938","5.82471","4.6793","4.61365","4.96165","9.38723","7.81737","7.51116","3.75052","4.00748","10.4275","5.97924","5.54022","8.43255","4.03647"
"HSB141_V1C_L","V1C",8.76923076923077,"3.85802","6.06128","4.83819","8.0491","3.99556","4.17054","5.78377","3.62279","8.48935","4.57382","4.25897","7.41033","4.71388","6.60944","6.04232","4.93995","4.10865","4.61068","8.92325","7.55206","6.79219","4.24871","3.92011","9.9049","6.26975","5.25317","7.50766","4.17396"
"HSB141_VFC_L","VFC",8.76923076923077,"3.86774","6.30188","5.24991","8.04952","4.3294","4.10142","6.13255","3.33112","7.5283","4.23226","4.34443","7.19489","4.37604","6.03961","5.91305","5.50506","4.49976","4.81705","8.76734","7.33953","7.04505","3.97132","3.85949","9.94264","6.58456","5.68854","6.99941","3.96673"
"HSB142_A1C_L","A1C",22.7692307692308,"3.94703","6.13347","5.48356","6.43985","4.08753","4.43793","5.5083","3.52064","7.06982","4.87716","4.29552","7.44328","4.47052","6.56806","5.49906","4.58927","4.51588","4.29975","8.39354","7.78793","5.57073","3.88277","4.0548","8.78061","6.37356","5.91345","7.03753","4.24245"
"HSB142_A1C_R","A1C",22.7692307692308,"3.73646","6.09717","5.4497","6.17233","4.29379","4.14262","5.56749","3.81052","7.84628","4.44569","4.07711","7.64234","4.36119","6.8412","5.18807","4.5079","4.29883","4.66898","8.70631","8.08793","5.48646","3.96107","3.76092","8.79992","7.02587","5.55533","7.09866","4.07878"
"HSB142_AMY_L","AMY",22.7692307692308,"4.01711","6.43453","5.04337","7.37267","4.34361","4.32276","5.92048","3.38455","7.58046","3.89408","4.1079","7.6654","4.43703","6.80404","5.0508","4.85689","4.56425","5.03806","9.20552","7.88938","5.92215","3.82129","4.00258","9.73255","7.6222","6.97256","6.90531","4.01832"
"HSB142_AMY_R","AMY",22.7692307692308,"3.80927","6.49488","5.17302","7.36581","4.52075","4.30555","5.99767","3.56562","7.56796","4.05437","4.09775","7.41798","4.26454","6.73988","5.11756","4.81202","4.55725","5.49577","9.38011","8.22356","6.62788","3.81624","3.67339","9.66358","7.82967","6.95614","6.84421","4.18263"
"HSB142_CBC_L","CBC",22.7692307692308,"3.74644","6.40761","5.3008","6.40674","4.27123","3.91144","6.02403","3.6557","7.55113","3.80504","3.66878","8.058","4.42989","7.65057","5.34049","5.12077","4.05448","4.37576","9.86604","7.75316","5.44384","3.77771","3.86402","7.31326","5.34374","5.09446","6.38304","3.86568"
"HSB142_CBC_R","CBC",22.7692307692308,"3.59793","6.21622","4.99201","6.15487","4.44273","4.05168","5.70387","3.64569","6.5103","3.76898","3.70859","8.42043","4.37516","7.67093","5.43737","4.88574","4.26416","4.62543","9.85139","7.92109","5.84163","3.80726","3.74265","7.35784","5.44623","4.79761","6.4864","3.76731"
"HSB142_DFC_L","DFC",22.7692307692308,"3.91736","6.27833","5.22296","6.90184","4.62514","4.00176","5.88412","3.66412","8.07512","5.14689","4.29955","7.83522","4.43478","6.75652","5.17957","4.62159","4.39108","5.11206","8.30373","7.5277","6.01514","3.8809","4.27209","8.78863","7.01845","5.83352","7.10844","4.00724"
"HSB142_DFC_R","DFC",22.7692307692308,"3.57756","6.65032","5.01309","6.5892","3.6809","4.00514","6.01036","3.40932","7.83728","4.87589","3.78056","7.96641","4.34503","6.98788","4.77426","4.84027","4.32273","5.08666","8.79233","7.90906","5.85775","3.72393","3.55353","9.03607","7.65319","5.97678","7.29913","3.86671"
"HSB142_HIP_L","HIP",22.7692307692308,"3.98859","6.3778","5.17508","7.33203","4.74185","4.11881","6.31894","3.95509","7.11687","4.29562","3.94943","7.53756","4.7517","6.89275","5.81618","6.49202","4.53575","5.04172","9.44888","8.75772","6.18806","4.1864","4.18243","9.40206","9.77732","7.67081","7.3959","4.31602"
"HSB142_HIP_R","HIP",22.7692307692308,"3.76291","6.51659","5.18503","7.0261","4.36531","4.03905","5.78145","3.70535","7.88532","4.01615","4.17268","7.89438","4.23177","6.70059","5.56708","6.70761","4.38799","5.05286","9.31811","8.1696","5.91054","4.10468","3.8961","9.19742","9.82365","7.74538","7.02433","3.91524"
"HSB142_IPC_L","IPC",22.7692307692308,"3.83601","6.28504","5.48486","6.82569","4.70058","4.55431","5.95508","3.86168","7.08708","4.99496","3.903","7.74325","4.55655","7.10752","5.43241","5.14312","4.48558","4.74708","8.55572","8.16375","6.03969","3.80861","3.72793","8.58353","7.75551","5.60079","6.96326","4.03045"
"HSB142_IPC_R","IPC",22.7692307692308,"3.72669","6.26678","5.12194","6.30573","4.36455","4.18816","6.04133","3.65878","8.34366","4.53566","4.16013","7.80839","4.42699","7.15988","5.29833","4.75597","4.17356","4.91346","8.20146","7.48036","5.62509","3.76511","3.95235","8.45482","7.29484","5.95716","7.29155","3.61005"
"HSB142_ITC_L","ITC",22.7692307692308,"3.8395","6.36258","5.35596","6.94222","4.31684","4.06621","6.39428","3.46442","7.249","3.99437","4.03176","7.74488","4.3972","6.96138","5.46854","4.53954","4.41854","4.93441","8.54825","7.48991","6.16527","3.95305","3.89547","8.68943","6.4842","6.031","6.82666","3.97597"
"HSB142_ITC_R","ITC",22.7692307692308,"3.73338","6.51029","5.26284","6.76847","4.41789","3.94018","5.34106","3.69043","7.1301","4.2333","3.96986","7.81828","4.35766","7.02783","5.19535","5.10982","4.26239","5.08465","8.4572","8.28586","6.14972","3.95534","3.61272","9.00057","7.41022","5.9245","7.10333","3.72187"
"HSB142_M1C_L","M1C",22.7692307692308,"4.18449","6.03268","5.44684","6.72601","4.40515","4.34907","6.07145","3.76515","8.0061","4.59154","4.24384","7.61249","4.50465","6.84039","5.64522","4.8521","4.36557","5.26475","8.44529","8.14053","6.16597","3.86121","4.09657","8.73072","7.88453","5.67324","7.13887","4.17994"
"HSB142_M1C_R","M1C",22.7692307692308,"3.66236","6.28077","5.58108","6.44018","4.27907","4.1491","5.88333","3.58719","7.70584","5.10377","3.98347","8.06769","4.32547","7.1662","5.33007","5.02112","4.3407","4.71271","8.4518","8.19481","5.75623","3.62559","3.61977","8.61889","7.7454","5.90756","6.99378","4.15992"
"HSB142_MD_L","MD",22.7692307692308,"3.70656","5.99419","4.92197","6.88737","4.4527","4.71532","5.13523","3.53108","7.24522","3.87927","3.81004","7.02728","4.62216","7.1981","6.51717","4.82347","4.82311","5.28169","8.86633","8.65561","6.2993","4.00421","3.93106","8.69096","8.58558","7.05932","6.6196","4.31758"
